"num_vegans_5","price_development"
57,28.3000000000004
57,28.4000000000004
57,28.5000000000004
57,28.6000000000004
57,28.7000000000004
57,28.8000000000004
57,28.9000000000004
57,29.0000000000004
57,29.1000000000004
57,29.2000000000004
57,29.3000000000004
